
Tarih	Hft	T1	T2	T3	T4	T5	T6	Joker	Super
13/12/2014	944	2	3	22	33	46	48
06/12/2014	943	22	25	27	36	39	43
29/11/2014	942	7	15	21	27	39	46
22/11/2014	941	5	22	29	32	46	47
15/11/2014	940	15	17	18	19	38	39
08/11/2014	939	2	12	17	25	26	40
01/11/2014	938	1	12	20	34	42	47
25/10/2014	937	11	18	30	32	44	45
18/10/2014	936	8	17	21	39	41	47
11/10/2014	935	3	28	37	38	44	47
04/10/2014	934	10	12	24	33	42	47
27/09/2014	933	3	9	20	27	45	48
20/09/2014	932	4	9	14	17	31	42
13/09/2014	931	7	8	22	24	25	49
06/09/2014	930	2	23	27	30	40	46
30/08/2014	929	7	20	29	37	38	43
23/08/2014	928	2	4	9	25	26	46
16/08/2014	927	9	17	18	21	24	46
09/08/2014	926	3	7	19	40	42	43
02/08/2014	925	1	3	7	29	32	45
26/07/2014	924	1	16	20	22	39	47
19/07/2014	923	2	3	8	21	28	39
12/07/2014	922	6	10	14	18	26	33
05/07/2014	921	17	22	35	36	37	48
28/06/2014	920	1	10	25	27	31	42
21/06/2014	919	4	12	14	18	40	49
14/06/2014	918	7	22	25	27	42	49
07/06/2014	917	4	15	27	30	32	43
31/05/2014	916	5	16	17	22	31	36
24/05/2014	915	9	17	18	20	37	41
17/05/2014	914	2	3	24	29	30	48
10/05/2014	913	4	16	20	26	38	43
03/05/2014	912	11	12	18	19	31	32
26/04/2014	911	22	24	25	28	30	43
19/04/2014	910	9	12	19	25	26	41
12/04/2014	909	3	6	23	30	35	49
05/04/2014	908	1	7	8	21	42	45
29/03/2014	907	4	21	26	31	32	45
22/03/2014	906	2	8	27	32	35	37
15/03/2014	905	1	4	5	9	38	48
08/03/2014	904	5	7	14	27	43	45
01/03/2014	903	5	18	23	29	38	41
22/02/2014	902	5	7	14	22	46	48
15/02/2014	901	11	12	20	28	37	49
08/02/2014	900	10	12	18	24	26	37
01/02/2014	899	5	14	20	37	38	47
25/01/2014	898	2	3	6	13	33	41
18/01/2014	897	20	25	30	36	42	46
11/01/2014	896	1	5	16	28	32	36
04/01/2014	895	1	3	8	15	17	45
2013
Tarih	Hft	T1	T2	T3	T4	T5	T6
28/12/2013	894	2	3	4	18	33	36
21/12/2013	893	1	3	10	17	26	49
14/12/2013	892	1	11	18	26	42	47
07/12/2013	891	1	3	30	38	40	47
30/11/2013	890	2	3	9	11	17	22
23/11/2013	889	4	7	22	23	40	41
16/11/2013	888	5	6	13	34	38	42
09/11/2013	887	8	15	16	19	43	44
02/11/2013	886	4	13	28	32	38	49
26/10/2013	885	2	5	11	12	26	41
19/10/2013	884	13	22	23	31	35	42
12/10/2013	883	3	12	16	25	31	42
05/10/2013	882	10	13	16	17	33	48
28/09/2013	881	8	13	20	21	28	49
21/09/2013	880	14	25	35	40	41	45
14/09/2013	879	1	2	7	13	24	49
07/09/2013	878	12	16	25	28	32	43
31/08/2013	877	17	25	29	30	46	48
24/08/2013	876	3	6	14	25	38	39
17/08/2013	875	3	5	12	19	20	33
10/08/2013	874	1	6	12	29	43	48
03/08/2013	873	9	13	25	30	35	47
27/07/2013	872	14	21	25	26	32	43
20/07/2013	871	7	14	26	43	45	46
13/07/2013	870	1	16	27	35	36	49
06/07/2013	869	7	15	21	30	34	40
29/06/2013	868	5	14	16	17	35	39
22/06/2013	867	1	7	25	42	43	49
15/06/2013	866	8	9	10	11	21	38
08/06/2013	865	8	16	29	30	31	32
01/06/2013	864	9	23	36	37	38	42
25/05/2013	863	7	14	16	17	36	48
18/05/2013	862	10	18	34	39	44	49
11/05/2013	861	4	14	15	20	27	43
04/05/2013	860	1	19	26	30	31	48
27/04/2013	859	11	40	42	45	47	48
20/04/2013	858	9	10	38	40	46	48
13/04/2013	857	9	13	14	16	24	49
06/04/2013	856	1	21	24	28	42	48
30/03/2013	855	3	18	19	25	44	45
23/03/2013	854	18	20	22	25	47	49
16/03/2013	853	2	3	6	40	44	47
09/03/2013	852	19	20	21	40	41	45
02/03/2013	851	12	23	34	36	37	46
23/02/2013	850	9	11	14	21	26	35
16/02/2013	849	1	9	15	20	32	33
09/02/2013	848	7	15	16	18	31	41
02/02/2013	847	10	11	12	20	23	30
26/01/2013	846	21	24	26	36	40	48
19/01/2013	845	3	15	24	27	28	30
12/01/2013	844	7	11	18	30	32	41
05/01/2013	843	17	23	35	39	40	48
2012
Tarih	Hft	T1	T2	T3	T4	T5	T6
29/12/2012	842	6	22	29	35	41	43
22/12/2012	841	1	9	22	29	32	35
15/12/2012	840	6	17	21	33	35	39
08/12/2012	839	23	25	28	30	31	37
01/12/2012	838	8	24	26	38	40	49
24/11/2012	837	20	24	26	28	33	42
17/11/2012	836	20	28	31	42	45	47
10/11/2012	835	2	25	28	29	40	44
03/11/2012	834	1	18	20	21	24	42
27/10/2012	833	12	14	28	30	32	44
20/10/2012	832	4	13	17	36	44	46
13/10/2012	831	4	6	9	29	33	36
06/10/2012	830	4	11	14	27	31	47
29/09/2012	829	9	11	21	22	40	44
22/09/2012	828	2	8	21	34	42	44
15/09/2012	827	8	13	22	37	45	47
08/09/2012	826	15	19	31	34	42	46
01/09/2012	825	2	8	25	27	30	47
25/08/2012	824	7	18	25	32	40	42
18/08/2012	823	1	3	13	47	48	49
11/08/2012	822	10	19	25	34	44	46
04/08/2012	821	11	14	20	29	34	40
28/07/2012	820	4	27	30	32	36	43
21/07/2012	819	20	25	26	33	38	39
14/07/2012	818	2	13	17	23	25	28
07/07/2012	817	6	11	16	29	34	45
30/06/2012	816	8	17	26	31	32	40
23/06/2012	815	5	12	13	24	28	45
16/06/2012	814	1	9	17	20	27	35
09/06/2012	813	18	20	21	27	29	38
02/06/2012	812	5	8	10	16	17	45
26/05/2012	811	5	11	29	33	36	48
19/05/2012	810	12	17	18	20	36	45
12/05/2012	809	1	2	10	14	28	41
05/05/2012	808	29	32	42	46	47	48
28/04/2012	807	1	13	22	40	42	49
21/04/2012	806	2	9	14	22	32	38
14/04/2012	805	17	21	33	37	44	47
07/04/2012	804	9	19	21	30	32	39
31/03/2012	803	2	5	9	30	33	48
24/03/2012	802	2	9	11	19	23	46
17/03/2012	801	2	18	20	34	39	40
10/03/2012	800	4	10	29	36	42	49
03/03/2012	799	6	18	28	36	40	46
25/02/2012	798	3	10	13	35	41	47
18/02/2012	797	1	3	25	39	47	49
11/02/2012	796	12	19	24	31	41	47
04/02/2012	795	15	25	32	37	42	46
28/01/2012	794	2	7	21	25	36	45
21/01/2012	793	7	10	17	20	28	36
14/01/2012	792	17	18	27	37	38	42
07/01/2012	791	23	27	29	30	37	42
2011
Tarih	Hft	T1	T2	T3	T4	T5	T6
31/12/2011	790	5	15	23	24	33	43
24/12/2011	789	21	23	26	31	39	47
17/12/2011	788	2	6	30	32	40	43
10/12/2011	787	8	13	29	34	35	38
03/12/2011	786	2	10	11	35	42	44
26/11/2011	785	3	17	20	37	42	46
19/11/2011	784	4	9	14	22	37	41
12/11/2011	783	11	18	29	32	41	44
05/11/2011	782	5	9	12	18	28	29
29/10/2011	781	6	8	10	35	39	45
22/10/2011	780	7	12	19	28	45	47
15/10/2011	779	1	18	23	25	30	42
08/10/2011	778	7	20	35	37	44	46
01/10/2011	777	5	7	8	11	26	46
24/09/2011	776	4	16	22	30	43	45
17/09/2011	775	2	13	18	21	33	38
10/09/2011	774	12	22	28	34	35	46
03/09/2011	773	6	7	15	32	44	47
27/08/2011	772	10	12	19	23	26	27
20/08/2011	771	14	17	20	26	29	31
13/08/2011	770	2	15	31	32	41	42
06/08/2011	769	5	7	10	21	31	34
30/07/2011	768	2	10	24	29	46	48
23/07/2011	767	10	13	16	26	36	48
16/07/2011	766	11	16	33	40	41	44
09/07/2011	765	2	3	14	22	24	38
02/07/2011	764	5	8	9	19	31	47
25/06/2011	763	3	7	18	21	26	47
18/06/2011	762	12	21	22	30	39	49
11/06/2011	761	15	18	21	27	37	44
04/06/2011	760	4	9	30	35	38	40
28/05/2011	759	5	6	23	37	47	48
21/05/2011	758	8	9	15	18	44	47
14/05/2011	757	9	20	28	35	36	42
07/05/2011	756	13	22	31	39	44	45
30/04/2011	755	8	11	12	13	24	36
23/04/2011	754	2	13	19	26	28	46
16/04/2011	753	8	14	21	30	32	37
09/04/2011	752	2	6	9	14	15	23
02/04/2011	751	4	10	24	40	42	44
26/03/2011	750	7	8	13	18	24	26
19/03/2011	749	3	7	9	39	41	44
12/03/2011	748	6	11	22	24	31	32
05/03/2011	747	1	11	21	26	28	46
26/02/2011	746	6	14	19	21	32	35
19/02/2011	745	3	23	38	44	46	47
12/02/2011	744	5	7	11	38	39	49
05/02/2011	743	9	11	25	30	37	39
29/01/2011	742	6	12	29	42	46	49
22/01/2011	741	13	22	23	29	36	44
15/01/2011	740	1	9	17	28	34	37
08/01/2011	739	3	4	11	20	31	34
01/01/2011	738	15	16	30	36	42	49
2010
Tarih	Hft	T1	T2	T3	T4	T5	T6
25/12/2010	737	8	10	11	16	26	48
18/12/2010	736	3	19	20	23	29	38
11/12/2010	735	11	14	24	43	44	49
04/12/2010	734	4	7	12	19	22	24
27/11/2010	733	7	10	11	15	16	20
20/11/2010	732	9	15	20	24	38	42
13/11/2010	731	1	13	19	24	34	42
06/11/2010	730	2	13	28	30	39	49
30/10/2010	729	9	15	25	26	39	49
23/10/2010	728	19	22	25	27	28	38
16/10/2010	727	3	27	31	43	48	49
09/10/2010	726	15	19	33	37	48	49
02/10/2010	725	5	8	11	13	21	32
25/09/2010	724	9	13	15	19	26	39
18/09/2010	723	7	13	17	28	33	35
11/09/2010	722	25	29	34	36	41	43
04/09/2010	721	17	20	22	31	34	48
28/08/2010	720	1	5	14	15	24	43
21/08/2010	719	3	5	9	34	36	44
14/08/2010	718	8	9	19	29	37	44
07/08/2010	717	1	10	27	31	34	42
31/07/2010	716	21	31	32	41	43	48
24/07/2010	715	5	11	21	24	29	44
17/07/2010	714	1	8	11	21	24	45
10/07/2010	713	12	19	32	39	41	46
03/07/2010	712	2	9	15	18	36	45
26/06/2010	711	1	23	29	30	38	40
19/06/2010	710	4	7	9	22	27	42
12/06/2010	709	13	14	19	24	45	49
05/06/2010	708	13	18	21	25	26	41
29/05/2010	707	3	5	7	12	18	31
22/05/2010	706	1	4	6	16	17	26
15/05/2010	705	6	8	20	21	29	44
08/05/2010	704	10	13	19	32	39	49
01/05/2010	703	2	19	29	33	41	44
24/04/2010	702	4	12	17	19	47	48
17/04/2010	701	7	12	17	24	28	30
10/04/2010	700	1	4	5	19	28	31
03/04/2010	699	14	18	23	32	36	42
27/03/2010	698	9	10	25	33	41	47
20/03/2010	697	7	10	11	19	38	41
13/03/2010	696	3	5	14	16	37	40
06/03/2010	695	4	9	17	28	30	47
27/02/2010	694	1	8	10	19	36	37
20/02/2010	693	9	10	30	31	40	43
13/02/2010	692	1	3	22	23	34	35
06/02/2010	691	6	12	15	17	36	41
30/01/2010	690	9	10	20	41	43	47
23/01/2010	689	13	39	40	44	47	49
16/01/2010	688	7	16	17	29	41	48
09/01/2010	687	2	11	33	40	44	45
02/01/2010	686	3	14	20	22	33	45
2009
Tarih	Hft	T1	T2	T3	T4	T5	T6
26/12/2009	685	9	12	23	29	39	47
19/12/2009	684	15	20	26	28	37	39
12/12/2009	683	15	23	25	45	47	49
05/12/2009	682	3	10	14	28	34	49
28/11/2009	681	9	27	32	33	36	47
21/11/2009	680	10	16	18	20	38	41
14/11/2009	679	1	3	7	32	38	41
07/11/2009	678	23	26	27	39	46	49
31/10/2009	677	2	3	9	15	31	38
24/10/2009	676	1	3	9	10	22	48
17/10/2009	675	7	10	14	37	41	44
10/10/2009	674	9	28	40	41	44	49
03/10/2009	673	17	21	22	28	34	45
26/09/2009	672	1	6	19	22	24	44
19/09/2009	671	4	14	15	18	22	46
12/09/2009	670	11	15	21	28	32	49
05/09/2009	669	9	11	18	27	36	41
29/08/2009	668	23	26	39	40	47	48
22/08/2009	667	4	15	20	21	23	36
15/08/2009	666	24	32	35	36	37	42
08/08/2009	665	11	17	18	23	26	41
01/08/2009	664	1	5	9	23	47	49
25/07/2009	663	9	17	18	34	35	36
18/07/2009	662	2	14	30	31	35	41
11/07/2009	661	14	17	18	20	26	34
04/07/2009	660	9	24	26	32	41	49
27/06/2009	659	6	9	33	39	41	46
20/06/2009	658	4	7	23	31	34	44
13/06/2009	657	14	15	24	34	36	40
06/06/2009	656	4	7	9	23	39	47
30/05/2009	655	10	18	32	37	38	48
23/05/2009	654	3	11	15	25	33	35
16/05/2009	653	5	8	20	23	25	36
09/05/2009	652	3	4	8	39	40	42
02/05/2009	651	1	14	22	23	29	42
25/04/2009	650	3	12	18	19	40	41
18/04/2009	649	1	3	7	10	19	20
11/04/2009	648	7	17	27	30	35	46
04/04/2009	647	14	25	28	32	42	46
28/03/2009	646	16	17	20	30	37	49
21/03/2009	645	6	10	19	35	36	47
14/03/2009	644	5	12	20	25	34	44
07/03/2009	643	15	18	27	30	35	39
28/02/2009	642	1	9	13	20	22	46
21/02/2009	641	16	27	36	38	43	48
14/02/2009	640	1	12	23	26	39	47
07/02/2009	639	8	11	16	28	42	44
31/01/2009	638	4	5	8	16	31	33
24/01/2009	637	3	22	26	39	43	46
17/01/2009	636	16	20	24	36	41	42
10/01/2009	635	1	7	25	34	39	47
03/01/2009	634	10	30	34	35	39	44
2008
Tarih	Hft	T1	T2	T3	T4	T5	T6
27/12/2008	633	7	11	16	20	26	32
20/12/2008	632	5	14	22	28	35	43
13/12/2008	631	5	6	16	27	34	45
06/12/2008	630	4	9	22	26	31	42
29/11/2008	629	5	8	19	22	23	31
22/11/2008	628	3	10	26	28	39	47
15/11/2008	627	3	6	7	15	24	44
08/11/2008	626	9	16	22	31	40	46
01/11/2008	625	3	7	19	26	32	40
25/10/2008	624	7	8	16	17	47	48
18/10/2008	623	3	11	15	25	28	37
11/10/2008	622	3	6	22	25	35	40
04/10/2008	621	1	3	14	36	39	42
27/09/2008	620	1	8	10	16	25	41
20/09/2008	619	18	20	29	32	39	48
13/09/2008	618	1	3	5	9	19	34
06/09/2008	617	20	21	37	38	39	48
30/08/2008	616	4	13	21	29	30	35
23/08/2008	615	6	9	32	34	38	40
16/08/2008	614	17	21	26	32	40	45
09/08/2008	613	8	12	23	26	39	42
02/08/2008	612	5	15	32	35	41	45
26/07/2008	611	2	18	26	29	35	46
19/07/2008	610	2	15	22	24	36	37
12/07/2008	609	1	7	12	14	35	48
05/07/2008	608	11	18	24	25	33	38
28/06/2008	607	4	21	23	32	43	46
21/06/2008	606	3	8	17	34	35	40
14/06/2008	605	2	8	9	24	43	49
07/06/2008	604	5	6	10	15	29	41
31/05/2008	603	1	13	20	27	41	43
24/05/2008	602	6	19	27	29	32	39
17/05/2008	601	8	15	22	24	36	46
10/05/2008	600	1	6	11	21	22	34
03/05/2008	599	5	7	30	34	38	42
26/04/2008	598	1	5	9	12	20	29
19/04/2008	597	4	7	20	35	44	47
12/04/2008	596	4	10	11	14	36	42
05/04/2008	595	3	9	18	40	41	47
29/03/2008	594	1	5	6	8	13	21
22/03/2008	593	2	10	19	21	26	47
15/03/2008	592	6	27	32	41	45	46
08/03/2008	591	2	13	15	27	40	46
01/03/2008	590	1	7	24	38	42	44
23/02/2008	589	3	11	19	21	29	47
16/02/2008	588	2	4	9	27	37	47
09/02/2008	587	3	14	36	38	41	47
02/02/2008	586	7	12	17	21	26	36
26/01/2008	585	12	13	18	32	41	49
19/01/2008	584	6	7	21	28	29	37
12/01/2008	583	5	11	16	29	38	48
05/01/2008	582	4	7	12	37	40	41
2007
Tarih	Hft	T1	T2	T3	T4	T5	T6
29/12/2007	581	8	14	18	23	24	27
22/12/2007	580	2	18	27	38	43	47
15/12/2007	579	23	26	31	35	37	44
08/12/2007	578	8	12	17	33	35	42
01/12/2007	577	6	8	24	36	37	39
24/11/2007	576	13	15	27	28	30	31
17/11/2007	575	9	21	26	32	43	49
10/11/2007	574	5	8	9	15	21	33
03/11/2007	573	12	26	29	38	41	48
27/10/2007	572	3	4	5	15	16	45
20/10/2007	571	12	17	18	21	32	44
13/10/2007	570	2	5	13	14	18	42
06/10/2007	569	17	19	21	26	39	44
29/09/2007	568	1	18	24	38	40	41
22/09/2007	567	1	5	19	20	24	49
15/09/2007	566	13	14	17	29	30	37
08/09/2007	565	1	5	14	15	17	18
01/09/2007	564	6	12	18	19	30	43
25/08/2007	563	7	15	16	21	22	31
18/08/2007	562	11	20	24	26	34	41
11/08/2007	561	16	17	18	26	31	34
04/08/2007	560	19	23	25	29	31	33
28/07/2007	559	1	13	21	27	32	33
21/07/2007	558	3	13	23	31	34	46
14/07/2007	557	2	9	23	27	40	47
07/07/2007	556	6	17	20	23	37	47
30/06/2007	555	8	12	18	22	27	37
23/06/2007	554	5	9	13	18	32	34
16/06/2007	553	7	13	23	32	36	49
09/06/2007	552	8	17	26	31	37	45
02/06/2007	551	7	15	25	32	35	48
26/05/2007	550	18	20	28	36	45	47
19/05/2007	549	2	5	17	22	24	45
12/05/2007	548	2	5	6	18	22	30
05/05/2007	547	2	9	25	26	35	37
28/04/2007	546	11	16	23	36	41	44
21/04/2007	545	4	17	21	39	40	49
14/04/2007	544	12	18	29	39	44	49
07/04/2007	543	23	27	33	39	40	41
31/03/2007	542	2	3	4	31	37	49
24/03/2007	541	1	2	4	12	14	25
17/03/2007	540	5	22	23	28	34	37
10/03/2007	539	1	17	29	33	45	48
03/03/2007	538	3	8	13	18	30	41
24/02/2007	537	11	13	16	17	33	46
17/02/2007	536	3	6	10	16	22	47
10/02/2007	535	14	15	33	36	39	43
03/02/2007	534	10	12	14	24	26	31
27/01/2007	533	6	8	18	24	39	46
20/01/2007	532	9	29	36	38	39	41
13/01/2007	531	14	23	25	33	38	46
06/01/2007	530	3	12	17	33	39	43
2006
Tarih	Hft	T1	T2	T3	T4	T5	T6
30/12/2006	529	1	6	15	19	26	49
23/12/2006	528	8	9	11	16	25	46
16/12/2006	527	19	21	31	36	37	48
09/12/2006	526	2	5	30	34	35	49
02/12/2006	525	3	22	30	35	42	49
25/11/2006	524	6	12	15	22	30	35
18/11/2006	523	1	8	33	36	46	47
11/11/2006	522	8	12	31	36	38	48
04/11/2006	521	15	38	43	45	47	49
28/10/2006	520	1	5	17	38	39	40
21/10/2006	519	1	8	14	21	23	36
14/10/2006	518	20	25	36	37	38	42
07/10/2006	517	2	3	9	18	22	40
30/09/2006	516	11	14	28	34	40	45
23/09/2006	515	11	14	19	30	31	37
16/09/2006	514	11	16	28	30	42	48
09/09/2006	513	7	19	21	22	26	34
02/09/2006	512	19	27	30	31	35	37
26/08/2006	511	2	23	24	29	42	46
19/08/2006	510	8	17	21	27	28	49
12/08/2006	509	3	13	18	35	45	47
05/08/2006	508	5	16	30	36	39	48
29/07/2006	507	13	33	36	44	46	49
22/07/2006	506	17	20	24	25	27	33
15/07/2006	505	4	19	22	26	29	34
08/07/2006	504	1	15	17	18	27	35
01/07/2006	503	1	5	6	7	16	44
24/06/2006	502	15	24	25	31	32	41
17/06/2006	501	5	7	36	39	47	48
10/06/2006	500	2	13	22	32	35	41
03/06/2006	499	15	22	23	30	40	46
27/05/2006	498	5	9	21	37	47	48
20/05/2006	497	6	20	27	34	42	47
13/05/2006	496	16	18	30	31	34	48
06/05/2006	495	13	17	18	28	41	47
29/04/2006	494	10	17	21	26	29	40
22/04/2006	493	1	6	9	18	29	32
15/04/2006	492	5	11	15	33	41	47
08/04/2006	491	1	6	13	19	33	48
01/04/2006	490	10	13	34	39	43	49
25/03/2006	489	2	11	17	26	31	46
18/03/2006	488	3	6	11	23	27	49
11/03/2006	487	2	14	18	19	34	41
04/03/2006	486	1	20	38	44	45	47
25/02/2006	485	3	8	9	19	20	34
18/02/2006	484	22	23	27	39	41	48
11/02/2006	483	4	8	18	40	41	47
04/02/2006	482	12	13	33	36	39	49
28/01/2006	481	2	14	17	19	33	38
21/01/2006	480	20	35	38	46	47	49
14/01/2006	479	2	3	16	33	48	49
07/01/2006	478	1	25	29	35	42	44
2005
Tarih	Hft	T1	T2	T3	T4	T5	T6
31/12/2005	477	2	9	19	37	38	41
24/12/2005	476	7	12	15	33	38	40
17/12/2005	475	17	22	23	30	35	40
10/12/2005	474	3	4	6	12	18	25
03/12/2005	473	4	14	26	43	47	48
26/11/2005	472	6	19	22	34	35	41
19/11/2005	471	3	4	16	23	39	40
12/11/2005	470	11	13	17	27	31	49
05/11/2005	469	4	16	19	21	33	34
29/10/2005	468	6	11	20	38	42	47
22/10/2005	467	5	12	15	24	39	45
15/10/2005	466	2	3	4	7	27	32
08/10/2005	465	16	19	26	32	42	43
01/10/2005	464	1	13	18	23	42	43
24/09/2005	463	10	11	16	37	44	48
17/09/2005	462	6	12	18	26	41	48
10/09/2005	461	3	4	12	23	28	49
03/09/2005	460	11	17	27	38	40	41
27/08/2005	459	5	33	37	40	41	45
20/08/2005	458	1	11	31	32	44	45
13/08/2005	457	4	21	22	26	30	38
06/08/2005	456	10	14	28	34	36	40
30/07/2005	455	6	23	29	37	38	48
23/07/2005	454	8	9	17	18	19	43
16/07/2005	453	4	12	19	27	40	49
09/07/2005	452	3	10	14	16	18	45
02/07/2005	451	7	30	34	35	42	44
25/06/2005	450	5	6	8	23	30	34
18/06/2005	449	12	16	22	29	33	49
11/06/2005	448	2	25	28	34	37	47
04/06/2005	447	7	11	29	31	42	47
28/05/2005	446	5	11	14	21	27	43
21/05/2005	445	5	10	18	23	30	35
14/05/2005	444	11	12	25	30	31	41
07/05/2005	443	8	15	36	37	43	44
30/04/2005	442	6	10	16	24	35	44
23/04/2005	441	6	8	18	26	31	46
16/04/2005	440	7	10	20	23	24	27
09/04/2005	439	2	16	18	23	36	37
02/04/2005	438	3	11	16	22	25	45
26/03/2005	437	18	23	24	30	32	36
19/03/2005	436	12	13	18	24	40	48
12/03/2005	435	5	8	36	46	48	49
05/03/2005	434	1	21	24	28	32	48
26/02/2005	433	5	9	18	28	38	46
19/02/2005	432	8	17	31	41	42	46
12/02/2005	431	5	6	19	29	36	38
05/02/2005	430	1	12	13	17	36	40
29/01/2005	429	21	27	34	47	48	49
22/01/2005	428	5	33	35	38	39	45
15/01/2005	427	5	7	38	41	47	48
08/01/2005	426	2	18	21	32	37	48
01/01/2005	425	3	21	42	43	46	47
2004
Tarih	Hft	T1	T2	T3	T4	T5	T6
25/12/2004	424	8	18	20	21	27	35
18/12/2004	423	6	12	16	20	35	40
11/12/2004	422	2	14	19	27	39	43
04/12/2004	421	4	5	6	29	39	48
27/11/2004	420	21	28	29	30	38	45
20/11/2004	419	8	19	21	23	29	41
13/11/2004	418	17	29	31	35	39	46
06/11/2004	417	11	18	24	25	36	39
30/10/2004	416	16	20	23	36	40	48
23/10/2004	415	1	16	29	38	44	46
16/10/2004	414	1	3	5	15	28	47
09/10/2004	413	10	12	14	21	44	47
02/10/2004	412	20	21	25	30	45	46
25/09/2004	411	2	8	14	31	32	40
18/09/2004	410	9	18	33	34	35	36
11/09/2004	409	7	8	10	24	31	47
04/09/2004	408	12	17	25	26	38	47
28/08/2004	407	3	13	21	32	42	45
21/08/2004	406	13	16	25	27	28	38
14/08/2004	405	5	6	14	16	24	37
07/08/2004	404	13	24	29	32	43	49
31/07/2004	403	3	13	27	31	36	42
24/07/2004	402	19	24	30	35	45	49
17/07/2004	401	9	21	28	37	43	46
10/07/2004	400	8	14	17	32	36	48
03/07/2004	399	2	21	22	25	27	34
26/06/2004	398	15	28	34	38	40	47
19/06/2004	397	7	19	22	23	36	42
12/06/2004	396	6	21	37	38	39	41
05/06/2004	395	16	21	31	37	40	43
29/05/2004	394	12	25	26	32	40	47
22/05/2004	393	4	15	22	23	42	49
15/05/2004	392	6	10	14	26	34	49
08/05/2004	391	2	6	10	16	23	46
01/05/2004	390	5	17	26	34	35	36
24/04/2004	389	2	17	31	42	45	49
17/04/2004	388	7	11	16	20	32	44
10/04/2004	387	2	22	38	42	45	48
03/04/2004	386	7	9	28	34	36	48
27/03/2004	385	2	13	14	21	29	43
20/03/2004	384	1	4	22	32	34	40
13/03/2004	383	4	10	12	26	43	46
06/03/2004	382	2	13	21	24	30	33
28/02/2004	381	18	20	26	32	36	43
21/02/2004	380	12	17	21	26	46	48
14/02/2004	379	4	12	17	22	27	44
07/02/2004	378	3	11	20	33	38	46
31/01/2004	377	1	6	15	19	26	30
24/01/2004	376	1	14	27	38	40	46
17/01/2004	375	1	3	6	12	21	27
10/01/2004	374	10	11	12	23	26	40
03/01/2004	373	10	17	36	40	45	47
2003
Tarih	Hft	T1	T2	T3	T4	T5	T6
27/12/2003	372	3	6	12	13	21	22
20/12/2003	371	7	10	14	33	35	38
13/12/2003	370	22	33	39	40	45	47
06/12/2003	369	2	9	10	20	35	38
29/11/2003	368	10	13	26	32	33	40
22/11/2003	367	9	12	22	25	32	48
15/11/2003	366	9	16	36	45	46	49
08/11/2003	365	14	26	29	30	42	47
01/11/2003	364	9	10	28	34	36	45
25/10/2003	363	6	10	19	21	36	41
18/10/2003	362	5	10	12	24	34	44
11/10/2003	361	11	26	28	30	37	43
04/10/2003	360	4	12	16	18	21	38
27/09/2003	359	3	12	15	19	29	42
20/09/2003	358	12	18	23	25	26	32
13/09/2003	357	10	12	15	16	41	46
06/09/2003	356	6	21	25	30	33	49
30/08/2003	355	2	28	35	40	44	45
23/08/2003	354	11	13	14	18	33	38
16/08/2003	353	3	8	10	22	29	43
09/08/2003	352	10	11	12	13	24	35
02/08/2003	351	3	10	15	18	47	48
26/07/2003	350	9	11	13	25	32	45
19/07/2003	349	5	12	16	32	33	38
12/07/2003	348	8	28	30	42	43	48
05/07/2003	347	6	15	24	25	34	36
28/06/2003	346	8	15	19	37	43	48
21/06/2003	345	2	25	30	38	41	49
14/06/2003	344	4	30	38	40	44	45
07/06/2003	343	5	12	23	30	38	41
31/05/2003	342	1	8	11	14	41	42
24/05/2003	341	6	15	23	34	38	41
17/05/2003	340	2	7	21	29	38	43
10/05/2003	339	3	8	23	29	33	36
03/05/2003	338	2	3	5	9	47	49
26/04/2003	337	10	22	25	33	41	43
19/04/2003	336	1	21	36	40	44	46
12/04/2003	335	13	14	21	23	27	32
05/04/2003	334	1	25	27	30	33	43
29/03/2003	333	23	24	29	32	43	45
22/03/2003	332	2	7	12	25	39	40
15/03/2003	331	5	10	27	36	40	44
08/03/2003	330	15	16	23	39	45	47
01/03/2003	329	10	15	27	38	44	48
22/02/2003	328	16	28	29	30	33	42
15/02/2003	327	10	11	12	22	25	35
08/02/2003	326	16	18	22	23	30	34
01/02/2003	325	7	18	21	24	39	49
25/01/2003	324	7	29	31	32	39	47
18/01/2003	323	4	16	29	37	38	39
11/01/2003	322	1	2	13	17	25	38
04/01/2003	321	12	19	21	24	33	45
2002
Tarih	Hft	T1	T2	T3	T4	T5	T6
28/12/2002	320	9	29	35	37	39	45
21/12/2002	319	3	15	20	24	48	49
14/12/2002	318	1	5	10	17	24	32
07/12/2002	317	1	15	25	29	31	47
30/11/2002	316	6	7	10	33	41	45
23/11/2002	315	8	12	17	25	37	42
16/11/2002	314	19	26	27	36	41	45
09/11/2002	313	5	8	15	22	25	26
02/11/2002	312	2	5	24	28	34	46
26/10/2002	311	18	26	28	29	36	39
19/10/2002	310	17	18	24	34	41	49
12/10/2002	309	12	13	18	38	41	46
05/10/2002	308	2	16	18	22	42	46
28/09/2002	307	4	16	28	37	45	46
21/09/2002	306	7	16	31	38	45	47
14/09/2002	305	15	18	28	31	32	39
07/09/2002	304	7	25	29	40	44	49
31/08/2002	303	3	8	26	28	39	48
24/08/2002	302	13	28	31	43	46	49
17/08/2002	301	7	23	24	35	44	45
10/08/2002	300	11	12	35	36	41	48
03/08/2002	299	2	5	27	33	43	49
27/07/2002	298	6	16	31	32	42	44
